,date_sold,price,house_id,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
14956,2015-05-06,385000.0,8691510290,14957,3,2,2230.0,8296.0,2,0,0,3,7,2230.0,0.0,2004.0,0.0,98058,47.4386,-122.116,2480.0,5940.0
14957,2014-10-06,1020000.0,4217400680,14958,4,3,2720.0,4800.0,1,0,0,5,8,1790.0,930.0,1928.0,0.0,98105,47.6595,-122.283,2260.0,4800.0
14958,2014-12-29,1430000.0,1336800670,14959,5,3,2840.0,6240.0,2,0,0,5,9,2440.0,400.0,1905.0,0.0,98112,47.6285,-122.309,2940.0,6000.0
14959,2014-07-23,240000.0,1545801850,14960,3,1,1260.0,7362.0,1,0,0,3,7,1260.0,0.0,1984.0,0.0,98038,47.3602,-122.052,1530.0,7232.0
14962,2014-05-07,361280.0,1394300005,14963,2,1,820.0,6400.0,1,0,0,4,7,820.0,0.0,1944.0,0.0,98126,47.55,-122.379,1490.0,6400.0
14965,2015-04-02,724950.0,1982200480,14966,4,2,2860.0,3638.0,1,0,2,5,7,1720.0,1140.0,1924.0,0.0,98107,47.6631,-122.361,1760.0,3880.0
14966,2014-10-27,935000.0,8089510170,14967,5,4,4230.0,9701.0,2,0,0,3,10,4230.0,0.0,1999.0,0.0,98006,47.5444,-122.131,4130.0,12253.0
14968,2014-12-08,585000.0,6308000010,14969,3,2,2290.0,5089.0,2,0,0,3,9,2290.0,0.0,2001.0,0.0,98006,47.5443,-122.172,2290.0,7984.0
14969,2015-04-23,585000.0,6308000010,14970,3,2,2290.0,5089.0,2,0,0,3,9,2290.0,0.0,2001.0,0.0,98006,47.5443,-122.172,2290.0,7984.0
14970,2015-03-27,480000.0,4136960010,14971,5,3,3480.0,12821.0,2,0,2,3,10,2890.0,590.0,2004.0,0.0,98092,47.2641,-122.215,3400.0,9870.0
14971,2014-11-05,635000.0,8665900168,14972,4,2,4260.0,36360.0,1,0,0,4,8,4100.0,160.0,1935.0,0.0,98155,47.764,-122.302,2430.0,17888.0
14976,2015-03-05,316500.0,6806100250,14977,3,2,1770.0,3873.0,2,0,0,3,7,1770.0,0.0,2005.0,0.0,98058,47.4648,-122.144,2280.0,4330.0
14977,2015-02-13,536000.0,7853300280,14978,4,2,2880.0,8833.0,2,0,0,3,7,2880.0,0.0,2006.0,0.0,98065,47.5388,-121.89,2570.0,5234.0
14978,2015-04-20,563750.0,6446200190,14979,4,2,2690.0,25000.0,1,0,0,3,8,1750.0,940.0,1978.0,0.0,98029,47.5537,-122.026,2640.0,28250.0
14981,2015-04-13,1640000.0,4054550010,14982,5,4,4780.0,118047.0,2,0,0,3,11,4780.0,0.0,1994.0,0.0,98077,47.7243,-122.052,4040.0,31760.0
14982,2014-06-23,269950.0,1440700190,14983,4,2,2540.0,8400.0,2,0,0,5,7,2540.0,0.0,1977.0,0.0,98032,47.3754,-122.277,1600.0,8050.0
14983,2014-07-21,731688.0,5569620050,14984,4,3,2630.0,5772.0,2,0,0,3,9,2630.0,0.0,2006.0,0.0,98052,47.6952,-122.133,3460.0,6158.0
14984,2014-12-03,240000.0,1840200080,14985,3,1,1890.0,9000.0,1,0,0,3,7,1190.0,700.0,1959.0,0.0,98188,47.4425,-122.272,2060.0,9000.0
14985,2014-09-03,555950.0,9268200585,14986,2,1,1220.0,5040.0,1,0,0,3,7,1220.0,0.0,1961.0,0.0,98117,47.6957,-122.364,1420.0,5040.0
14987,2014-05-06,525000.0,7504021310,14988,3,2,2970.0,11985.0,1,0,0,3,9,1770.0,1200.0,1995.0,0.0,98074,47.6359,-122.052,2990.0,12049.0
14988,2014-12-04,745000.0,7504021310,14989,3,2,2970.0,11985.0,1,0,0,3,9,1770.0,1200.0,1995.0,0.0,98074,47.6359,-122.052,2990.0,12049.0
14991,2014-10-16,625000.0,5437400630,14992,4,2,1920.0,8259.0,2,0,0,4,8,1920.0,0.0,1979.0,0.0,98027,47.5616,-122.088,2030.0,8910.0
14993,2015-05-04,270000.0,3832600080,14994,3,2,1740.0,7345.0,1,0,0,3,7,1380.0,360.0,1973.0,0.0,98032,47.3663,-122.285,1770.0,8250.0
14994,2014-07-22,360000.0,9477001350,14995,3,1,1300.0,7770.0,1,0,0,3,7,1300.0,0.0,1967.0,0.0,98034,47.7347,-122.192,1520.0,7600.0
14996,2014-11-11,970000.0,2771604120,14997,4,1,4060.0,4000.0,2,0,3,3,10,2890.0,1170.0,1953.0,19950.0,98199,47.6375,-122.389,1860.0,4000.0
14997,2014-10-10,915000.0,9541800190,14998,5,2,3490.0,18850.0,1,0,4,4,9,1840.0,1650.0,1958.0,0.0,98005,47.5955,-122.176,2690.0,11625.0
14998,2014-07-11,412000.0,4038400130,14999,4,1,1430.0,10500.0,1,0,0,4,7,1130.0,300.0,1960.0,0.0,98007,47.6083,-122.132,2070.0,8640.0
14999,2015-02-12,265000.0,1253200290,15000,4,1,1860.0,9112.0,1,0,0,4,7,1110.0,750.0,1963.0,0.0,98032,47.3792,-122.282,1570.0,9112.0
15000,2014-09-16,426000.0,2558650130,15001,4,2,2120.0,7700.0,1,0,0,4,7,1490.0,630.0,1976.0,0.0,98034,47.7207,-122.165,1890.0,8203.0
15001,2014-12-10,266000.0,8732190170,15002,4,2,1860.0,12693.0,1,0,0,3,8,1140.0,720.0,1978.0,0.0,98023,47.3114,-122.395,1950.0,8740.0
15003,2015-01-20,615000.0,1250202115,15004,3,1,1670.0,5100.0,1,0,2,5,7,990.0,680.0,1954.0,0.0,98144,47.5898,-122.291,2140.0,4452.0
15004,2015-04-23,310000.0,9264911150,15005,3,1,2130.0,7140.0,1,0,0,3,8,1580.0,550.0,1979.0,0.0,98023,47.3074,-122.341,2180.0,7906.0
15007,2014-07-21,447000.0,2771602425,15008,2,1,980.0,1600.0,2,0,0,3,8,980.0,0.0,2010.0,0.0,98119,47.638,-122.375,1180.0,1600.0
15008,2014-09-30,2450000.0,2210500010,15009,7,4,4670.0,23115.0,2,0,2,3,11,4670.0,0.0,1992.0,0.0,98039,47.6183,-122.227,3240.0,13912.0
15009,2014-05-20,250000.0,1253200170,15010,4,1,2500.0,6300.0,1,0,0,4,7,1500.0,1000.0,1961.0,0.0,98032,47.3781,-122.284,1720.0,8925.0
15010,2015-01-02,633000.0,6646200420,15011,4,2,2020.0,8044.0,2,0,0,3,8,2020.0,0.0,1990.0,0.0,98074,47.6247,-122.043,2320.0,7328.0
15011,2015-04-23,310000.0,8822901024,15012,3,2,1290.0,886.0,3,0,0,3,7,1290.0,0.0,2004.0,0.0,98125,47.7161,-122.295,1270.0,1152.0
15012,2014-11-10,439000.0,1323089056,15013,2,1,1620.0,113862.0,1,0,0,3,7,1620.0,0.0,1995.0,0.0,98045,47.4821,-121.719,1560.0,54806.0
15013,2014-08-20,470000.0,3629950010,15014,3,3,1710.0,2381.0,2,0,0,3,8,1360.0,350.0,2003.0,0.0,98029,47.5477,-122.004,1420.0,1163.0
15014,2015-04-14,270000.0,7889100020,15015,3,2,1720.0,8550.0,1,0,0,4,7,1720.0,0.0,1968.0,0.0,98002,47.2837,-122.207,1460.0,8550.0
15015,2014-12-19,299500.0,7212680020,15016,3,1,1820.0,8813.0,2,0,0,3,7,1820.0,0.0,1994.0,0.0,98003,47.2622,-122.303,1780.0,7349.0
15016,2014-09-18,227000.0,2222049108,15017,3,1,1130.0,10018.0,1,0,0,4,6,1130.0,0.0,1954.0,0.0,98032,47.3733,-122.275,1770.0,7700.0
15019,2014-12-09,699000.0,1727000680,15020,4,2,2440.0,14470.0,1,0,0,4,9,1660.0,780.0,1970.0,0.0,98005,47.6401,-122.168,2810.0,15564.0
15020,2014-09-02,330000.0,3226049134,15021,2,1,800.0,4533.0,1,0,0,3,6,600.0,200.0,1929.0,0.0,98115,47.6979,-122.325,1720.0,6800.0
15021,2014-08-29,229000.0,1760600009,15022,3,1,1030.0,7800.0,1,0,0,3,7,1030.0,0.0,1954.0,0.0,98168,47.473,-122.324,1630.0,12664.0
15022,2014-11-21,200000.0,3352400351,15023,3,1,1480.0,5600.0,1,0,0,4,6,940.0,540.0,1947.0,0.0,98178,47.5045,-122.27,1350.0,11100.0
15024,2015-03-24,1300000.0,1370800680,15025,3,2,3450.0,5350.0,1,0,3,4,9,2590.0,860.0,1925.0,0.0,98199,47.6389,-122.407,2910.0,5350.0
15027,2015-04-08,352000.0,3205500020,15028,3,1,1260.0,7200.0,1,0,0,3,7,1260.0,0.0,1971.0,0.0,98034,47.7189,-122.178,1460.0,7200.0
15029,2014-08-20,267000.0,7524300020,15030,3,2,1580.0,12250.0,2,0,0,3,8,1580.0,0.0,1993.0,0.0,98198,47.3771,-122.315,1560.0,9900.0
15030,2014-05-06,484000.0,2436200715,15031,2,1,1660.0,6000.0,1,0,0,3,7,1160.0,500.0,1942.0,0.0,98105,47.6624,-122.291,1660.0,4000.0
15031,2014-06-29,402000.0,5469501850,15032,4,2,2950.0,15540.0,1,0,0,4,8,2120.0,830.0,1974.0,0.0,98042,47.3845,-122.152,2840.0,17136.0
15034,2015-04-09,475000.0,6151800225,15035,3,1,1850.0,26445.0,1,0,0,4,7,1850.0,0.0,1962.0,19770.0,98010,47.3412,-122.051,2110.0,23280.0
15036,2014-05-04,628000.0,4003000285,15037,4,2,2280.0,6010.0,1,0,0,3,7,1140.0,1140.0,1900.0,0.0,98122,47.6034,-122.289,2240.0,6200.0
15037,2014-06-17,675000.0,290000095,15038,6,1,2740.0,6360.0,1,0,3,3,8,1370.0,1370.0,1953.0,0.0,98146,47.5062,-122.385,2150.0,6600.0
15038,2014-11-04,429900.0,1565930130,15039,4,3,3760.0,4675.0,2,0,0,3,8,2740.0,1020.0,2007.0,0.0,98038,47.3862,-122.048,3280.0,4033.0
15039,2014-06-25,260000.0,6123000225,15040,3,1,1580.0,8184.0,1,0,0,3,7,1140.0,440.0,1954.0,0.0,98148,47.4294,-122.331,1540.0,9476.0
15040,2014-09-03,690000.0,4385700285,15041,3,1,1600.0,4400.0,1,0,0,3,7,1030.0,570.0,1941.0,0.0,98112,47.6348,-122.281,2150.0,4000.0
15041,2015-03-23,1080000.0,2469000010,15042,4,2,2100.0,12172.0,1,0,0,5,9,2100.0,0.0,1961.0,0.0,98040,47.5458,-122.227,2400.0,10713.0
15042,2015-04-09,360000.0,5205000020,15043,4,2,2610.0,7333.0,2,0,0,3,8,2610.0,0.0,1988.0,0.0,98003,47.2721,-122.293,2280.0,9033.0
15043,2014-06-19,499000.0,461002890,15044,3,1,1840.0,5000.0,1,0,0,4,7,920.0,920.0,1910.0,0.0,98117,47.6808,-122.376,1220.0,5000.0
15044,2014-08-18,159000.0,1823059030,15045,3,1,1320.0,6534.0,1,0,0,3,7,1320.0,0.0,1952.0,0.0,98055,47.4806,-122.223,2140.0,7405.0
15046,2015-04-13,1050000.0,4122500095,15047,5,2,2520.0,18625.0,1,0,0,3,8,1660.0,860.0,1959.0,0.0,98004,47.6409,-122.207,3000.0,16624.0
15047,2014-11-13,725000.0,2597300020,15048,5,2,3780.0,20000.0,1,0,1,4,9,1890.0,1890.0,1978.0,0.0,98155,47.7603,-122.273,2840.0,19908.0
15048,2014-07-10,150000.0,2788400020,15049,3,1,1200.0,9527.0,1,0,0,3,7,1200.0,0.0,1959.0,0.0,98168,47.5112,-122.316,1510.0,9457.0
15049,2014-07-21,840000.0,7856610130,15050,4,2,2720.0,8712.0,2,0,0,4,9,2720.0,0.0,1976.0,0.0,98006,47.5616,-122.153,2470.0,8714.0
15050,2015-04-15,499000.0,3303860460,15051,4,2,3100.0,5700.0,2,0,0,3,9,3100.0,0.0,2011.0,0.0,98038,47.3696,-122.058,3060.0,6000.0
15051,2014-10-14,285000.0,2112700920,15052,3,1,1630.0,4000.0,1,0,0,3,7,1100.0,530.0,1968.0,0.0,98106,47.5351,-122.353,1300.0,4000.0
15052,2015-03-08,340000.0,6880210020,15053,4,2,1910.0,7201.0,1,0,0,3,7,1210.0,700.0,1987.0,0.0,98198,47.3908,-122.316,1690.0,7554.0
15053,2015-05-05,405100.0,6139100101,15054,4,2,1580.0,7300.0,1,0,0,4,7,1580.0,0.0,1955.0,0.0,98155,47.7598,-122.328,1180.0,9450.0
15054,2014-08-07,464000.0,7202330920,15055,3,2,1690.0,4898.0,2,0,0,3,7,1690.0,0.0,2003.0,0.0,98053,47.6834,-122.038,2220.0,4933.0
15056,2014-12-11,430000.0,7418000130,15057,8,3,4300.0,10441.0,2,0,0,4,8,2800.0,1500.0,1979.0,0.0,98059,47.4786,-122.131,1780.0,10457.0
15057,2015-04-30,645000.0,9276200635,15058,3,1,1840.0,4255.0,1,0,0,3,7,940.0,900.0,1907.0,20050.0,98116,47.58,-122.392,1600.0,4255.0
15062,2015-03-26,358800.0,522059352,15063,4,2,2155.0,8140.0,2,0,0,3,8,2155.0,0.0,1996.0,0.0,98031,47.4204,-122.201,2155.0,7245.0
15063,2015-04-13,683000.0,1778500595,15064,5,1,1720.0,4000.0,1,0,0,3,7,1520.0,200.0,1925.0,0.0,98112,47.6197,-122.287,2280.0,4000.0
15065,2014-12-09,288000.0,2100200020,15066,5,2,2790.0,4807.0,1,0,0,4,7,2140.0,650.0,1949.0,0.0,98002,47.3098,-122.223,1056.0,4807.0
15066,2014-07-07,209950.0,2597500840,15067,3,1,1180.0,7300.0,1,0,0,4,7,1180.0,0.0,1968.0,0.0,98002,47.2857,-122.197,2030.0,8424.0
15069,2014-08-22,283748.0,9211520020,15070,3,2,1940.0,9560.0,2,0,0,3,7,1940.0,0.0,1989.0,0.0,98023,47.2998,-122.387,1800.0,9560.0
15070,2014-07-31,370000.0,1460000080,15071,3,2,1600.0,7620.0,1,0,0,3,7,1280.0,320.0,1987.0,0.0,98011,47.774,-122.208,1600.0,8215.0
15071,2015-03-27,399950.0,3444120130,15072,4,2,3210.0,41689.0,1,0,0,4,8,1610.0,1600.0,1989.0,0.0,98042,47.3493,-122.062,2100.0,41384.0
15073,2014-11-12,365000.0,3123800080,15074,2,1,1160.0,8060.0,1,0,0,4,7,1160.0,0.0,1950.0,0.0,98136,47.5146,-122.386,1500.0,8060.0
15075,2015-04-22,321000.0,3717000250,15076,3,2,2014.0,4500.0,2,0,0,3,7,2014.0,0.0,2005.0,0.0,98001,47.3371,-122.256,2014.0,4500.0
15076,2015-01-06,245000.0,7697860130,15077,3,2,1440.0,7008.0,1,0,0,3,7,1440.0,0.0,1985.0,0.0,98030,47.3702,-122.182,1680.0,7200.0
15077,2014-10-07,502000.0,9169100130,15078,2,1,1570.0,4704.0,1,0,1,3,8,1570.0,0.0,1931.0,0.0,98136,47.5256,-122.392,1820.0,4704.0
15078,2014-06-05,257000.0,2944500470,15079,4,2,2330.0,7642.0,1,0,0,3,8,1800.0,530.0,1990.0,0.0,98023,47.2946,-122.37,2320.0,7933.0
15079,2014-05-15,423000.0,7424110130,15080,4,1,1880.0,7303.0,1,0,0,3,7,1010.0,870.0,1976.0,0.0,98034,47.7129,-122.203,1710.0,7200.0
15080,2015-03-27,485000.0,4037000635,15081,4,2,1850.0,9911.0,1,0,0,4,7,1850.0,0.0,1957.0,0.0,98008,47.6019,-122.116,1650.0,8670.0
15081,2014-12-17,500000.0,2141500020,15082,4,2,2230.0,8560.0,2,0,0,3,8,2230.0,0.0,2002.0,0.0,98059,47.4877,-122.143,2400.0,7756.0
15083,2015-05-12,475000.0,9550204620,15084,3,1,1720.0,3825.0,1,0,0,3,7,1720.0,0.0,1925.0,0.0,98105,47.666,-122.327,2000.0,3825.0
15085,2014-10-15,194000.0,7812801850,15086,3,1,1180.0,6050.0,1,0,0,3,6,820.0,360.0,1944.0,0.0,98178,47.4945,-122.249,1070.0,6050.0
15088,2015-03-24,490000.0,7853300290,15089,4,2,2570.0,6157.0,2,0,0,3,7,2570.0,0.0,2006.0,0.0,98065,47.5389,-121.89,2060.0,5292.0
15089,2014-12-09,348500.0,7905380380,15090,4,1,1870.0,7575.0,1,0,0,3,7,1480.0,390.0,1972.0,0.0,98034,47.7205,-122.218,1670.0,7575.0
15090,2015-04-27,380000.0,1972202320,15091,3,1,1220.0,3000.0,1,0,0,3,6,1220.0,0.0,1901.0,0.0,98103,47.6506,-122.346,1350.0,3000.0
15091,2014-12-11,660000.0,1710400007,15092,3,2,1770.0,2150.0,3,0,0,3,8,1770.0,0.0,1999.0,0.0,98122,47.6102,-122.314,2010.0,3200.0
15093,2014-07-17,235000.0,1721059069,15094,3,2,1110.0,8724.0,1,0,0,4,7,1110.0,0.0,1990.0,0.0,98002,47.3056,-122.206,1390.0,7750.0
15094,2015-04-22,1210000.0,7852160170,15095,4,3,4980.0,18069.0,2,0,3,3,11,4980.0,0.0,2006.0,0.0,98065,47.5348,-121.856,4080.0,14577.0
15095,2015-03-24,397950.0,626049102,15096,4,1,2360.0,8116.0,1,0,0,4,7,1180.0,1180.0,1916.0,19700.0,98133,47.7635,-122.335,1670.0,8160.0
15096,2014-11-18,268000.0,7349660050,15097,3,1,1600.0,7711.0,1,0,0,3,7,1600.0,0.0,1999.0,0.0,98002,47.284,-122.202,2100.0,7711.0
15097,2014-05-21,525000.0,1231000660,15098,3,1,1450.0,4000.0,1,0,1,4,8,950.0,500.0,1948.0,0.0,98118,47.5554,-122.266,1880.0,4000.0
15098,2014-10-06,549950.0,9558900010,15099,3,2,2680.0,5860.0,2,0,0,3,8,2680.0,0.0,2001.0,0.0,98011,47.7557,-122.223,2680.0,5860.0
15100,2014-09-26,299000.0,1150700170,15101,4,2,1870.0,6693.0,2,0,0,3,7,1870.0,0.0,1996.0,0.0,98003,47.2774,-122.299,1650.0,6518.0
15101,2015-01-15,715000.0,2769600305,15102,6,2,3400.0,5000.0,2,0,2,3,8,2860.0,540.0,1977.0,0.0,98107,47.6728,-122.362,1800.0,5000.0
15102,2015-04-24,430000.0,3876001330,15103,4,1,1810.0,7200.0,1,0,0,3,7,1810.0,0.0,1966.0,0.0,98034,47.7207,-122.186,2060.0,7200.0
15103,2015-02-10,345000.0,984220290,15104,3,1,1860.0,7191.0,1,0,0,4,7,1260.0,600.0,1975.0,0.0,98058,47.4338,-122.168,1850.0,7490.0
15104,2014-05-27,1600000.0,3616600250,15105,3,3,3790.0,19000.0,2,0,4,3,10,3790.0,0.0,1985.0,0.0,98177,47.724,-122.373,2740.0,18628.0
15106,2014-10-07,1230000.0,2533300680,15107,3,2,2860.0,4500.0,2,0,2,3,8,1980.0,880.0,1915.0,0.0,98119,47.6463,-122.371,2310.0,4500.0
15107,2015-04-13,351000.0,6752600130,15108,4,2,2370.0,7274.0,2,0,0,3,7,2370.0,0.0,1997.0,0.0,98031,47.3982,-122.171,2090.0,7656.0
15108,2014-07-15,745000.0,9332800020,15109,4,2,2290.0,10409.0,2,0,0,3,8,2290.0,0.0,1972.0,0.0,98005,47.6351,-122.168,2040.0,10409.0
15109,2014-11-05,320000.0,1121000095,15110,2,1,1120.0,5329.0,1,0,1,3,6,750.0,370.0,1929.0,0.0,98126,47.5421,-122.378,1530.0,5330.0
15110,2014-07-31,555700.0,6751500285,15111,3,2,1810.0,12420.0,1,0,0,4,7,1810.0,0.0,1957.0,0.0,98008,47.5888,-122.127,2230.0,12330.0
15112,2014-12-31,449000.0,4019300680,15113,3,1,1660.0,9697.0,1,0,0,4,7,1660.0,0.0,1952.0,0.0,98155,47.7564,-122.286,2060.0,20624.0
15113,2014-05-02,308500.0,4408100095,15114,2,1,850.0,6174.0,1,0,0,4,7,850.0,0.0,1950.0,0.0,98155,47.7352,-122.328,1100.0,6174.0
15114,2015-03-05,340000.0,8944460020,15115,4,2,2665.0,5868.0,2,0,0,3,9,2665.0,0.0,2006.0,0.0,98030,47.3831,-122.185,2665.0,6092.0
15115,2015-03-27,937750.0,8824900020,15116,4,2,2580.0,3560.0,1,0,0,5,7,1710.0,870.0,1917.0,0.0,98115,47.6753,-122.304,1980.0,3800.0
15118,2015-04-03,635000.0,4177100005,15119,4,2,2970.0,7961.0,1,0,0,3,8,2020.0,950.0,1969.0,0.0,98125,47.7118,-122.29,1410.0,7959.0
15121,2015-03-04,1770000.0,8964800050,15122,3,2,2580.0,14603.0,1,0,2,4,9,2580.0,0.0,1951.0,0.0,98004,47.6199,-122.212,2410.0,14347.0
15122,2014-11-10,425000.0,726049217,15123,5,2,2180.0,7875.0,1,0,0,4,7,1200.0,980.0,1955.0,0.0,98133,47.7543,-122.341,1840.0,5105.0
15123,2015-04-20,220000.0,2926049376,15124,2,1,1060.0,10423.0,1,0,0,3,7,1060.0,0.0,1965.0,0.0,98125,47.705,-122.313,2240.0,10200.0
15124,2014-08-29,370000.0,5589300715,15125,3,2,1860.0,9100.0,1,0,0,3,8,1860.0,0.0,1939.0,20060.0,98155,47.7522,-122.304,1620.0,9519.0
15125,2014-09-17,390000.0,7229900285,15126,3,2,1840.0,16815.0,1,0,0,5,7,960.0,880.0,1972.0,0.0,98059,47.4837,-122.11,1810.0,16732.0
15126,2014-06-03,239000.0,2722059215,15127,3,1,1340.0,16480.0,1,0,0,4,7,1340.0,0.0,1968.0,0.0,98042,47.364,-122.162,1520.0,10451.0
15127,2015-01-02,345000.0,2473372040,15128,4,2,2320.0,7350.0,2,0,0,3,8,2320.0,0.0,1973.0,0.0,98058,47.4512,-122.131,2170.0,7350.0
15128,2014-08-26,289000.0,3546000630,15129,3,2,2110.0,8304.0,1,0,0,4,7,2110.0,0.0,1985.0,0.0,98030,47.3558,-122.173,1680.0,7508.0
15129,2015-05-08,285000.0,7888400500,15130,5,1,1840.0,8050.0,1,0,0,4,7,1840.0,0.0,1962.0,0.0,98198,47.3668,-122.312,1690.0,8151.0
15130,2014-09-15,147400.0,1823049182,15131,3,2,1080.0,9225.0,1,0,0,2,7,1080.0,0.0,1955.0,0.0,98146,47.4842,-122.346,1410.0,9840.0
15132,2014-08-06,245000.0,7961500010,15133,3,2,2210.0,10794.0,1,0,0,3,7,1540.0,670.0,1967.0,0.0,98178,47.4911,-122.224,2230.0,10753.0
15133,2015-03-04,520000.0,7961500010,15134,3,2,2210.0,10794.0,1,0,0,3,7,1540.0,670.0,1967.0,0.0,98178,47.4911,-122.224,2230.0,10753.0
15135,2015-05-05,448000.0,9406510130,15136,5,3,3740.0,24684.0,2,0,0,3,9,2760.0,980.0,1998.0,0.0,98038,47.3832,-122.057,2880.0,26023.0
15137,2014-08-26,872500.0,809000525,15138,3,2,2040.0,6000.0,1,0,0,3,8,1840.0,200.0,1951.0,0.0,98109,47.6334,-122.35,1820.0,4920.0
15138,2015-03-18,2150000.0,1370800225,15139,4,3,3840.0,6214.0,1,0,3,4,10,2590.0,1250.0,1939.0,0.0,98199,47.6388,-122.406,3280.0,5915.0
15139,2014-08-12,225000.0,3388100020,15140,3,1,1660.0,7221.0,1,0,0,3,7,980.0,680.0,1962.0,0.0,98168,47.4962,-122.32,1770.0,8083.0
15140,2014-11-21,735000.0,2770604615,15141,4,2,1640.0,6000.0,1,0,0,4,9,1640.0,0.0,1911.0,0.0,98119,47.6505,-122.375,1900.0,6000.0
15141,2015-04-01,375000.0,3754700420,15142,3,1,1310.0,8400.0,1,0,0,3,7,1310.0,0.0,1972.0,19890.0,98034,47.7253,-122.197,1680.0,8000.0
15144,2015-01-16,1950000.0,5493110020,15145,4,2,4020.0,18745.0,2,0,4,4,10,2830.0,1190.0,1989.0,0.0,98004,47.6042,-122.21,3150.0,20897.0
15147,2014-10-29,650000.0,5566100170,15148,10,2,3610.0,11914.0,2,0,0,4,7,3010.0,600.0,1958.0,0.0,98006,47.5705,-122.175,2040.0,11914.0
15148,2014-12-16,930000.0,3025049028,15149,2,1,1800.0,4500.0,1,0,2,3,7,1000.0,800.0,1942.0,0.0,98109,47.6305,-122.347,2270.0,3840.0
15149,2015-04-02,412000.0,2848700095,15150,4,1,1960.0,5000.0,1,0,0,3,7,980.0,980.0,1912.0,0.0,98106,47.5688,-122.363,1300.0,5000.0
15150,2015-04-17,225000.0,2172000894,15151,3,1,1250.0,10200.0,1,0,0,3,6,1250.0,0.0,1965.0,0.0,98178,47.4902,-122.256,1800.0,8283.0
15152,2015-01-28,1760000.0,3304700130,15153,4,4,3860.0,67953.0,2,0,2,4,12,3860.0,0.0,1927.0,0.0,98177,47.7469,-122.378,4410.0,128066.0
15153,2014-11-17,230000.0,6661200080,15154,3,2,1340.0,3011.0,2,0,0,3,7,1340.0,0.0,1995.0,0.0,98038,47.3839,-122.038,1060.0,3232.0
15154,2015-02-23,316000.0,8835800480,15155,1,2,1780.0,188465.0,2,0,0,3,10,1780.0,0.0,2001.0,0.0,98045,47.4506,-121.768,1780.0,21094.0
15155,2014-09-10,616200.0,7853430660,15156,5,3,3920.0,4832.0,2,0,0,3,9,3030.0,890.0,2014.0,0.0,98065,47.5202,-121.885,2660.0,4832.0
15157,2015-03-16,370000.0,2597670080,15158,4,2,2570.0,7753.0,2,0,0,3,8,2570.0,0.0,1987.0,0.0,98058,47.4237,-122.162,2140.0,7615.0
15159,2014-08-21,805000.0,2927600415,15160,3,2,2860.0,11250.0,1,0,1,5,8,2290.0,570.0,1956.0,0.0,98166,47.4534,-122.372,2030.0,11250.0
15160,2015-02-02,612125.0,2770604665,15161,2,1,1670.0,6000.0,1,0,0,3,7,1090.0,580.0,1950.0,0.0,98119,47.6517,-122.374,1670.0,6000.0
15161,2014-09-12,350000.0,425049181,15162,2,1,1070.0,937.0,3,0,0,3,8,1070.0,0.0,2003.0,0.0,98115,47.6761,-122.3,1100.0,3200.0
15162,2014-11-04,225000.0,3223059217,15163,2,1,940.0,15000.0,1,0,0,3,7,940.0,0.0,1960.0,0.0,98055,47.4312,-122.195,1450.0,15000.0
15164,2015-03-31,972800.0,3303960080,15165,5,3,3500.0,10457.0,2,0,0,3,11,3500.0,0.0,2001.0,0.0,98059,47.5198,-122.157,3500.0,11734.0
15165,2015-02-02,500000.0,2413910190,15166,3,1,1690.0,48096.0,1,0,0,3,7,1690.0,0.0,1973.0,0.0,98053,47.6745,-122.061,2070.0,35160.0
15167,2014-11-19,415000.0,4040800050,15168,3,1,1090.0,8400.0,1,0,0,4,7,1090.0,0.0,1966.0,0.0,98008,47.6219,-122.115,1320.0,8400.0
15168,2014-08-26,399000.0,3438500742,15169,3,3,2240.0,10479.0,2,0,0,4,7,1710.0,530.0,1950.0,0.0,98106,47.5529,-122.356,1530.0,5244.0
15169,2014-05-20,376000.0,2326300010,15170,2,1,1150.0,4000.0,1,0,0,3,7,1150.0,0.0,1947.0,0.0,98199,47.6575,-122.394,1150.0,4288.0
15170,2014-12-17,340000.0,4322200050,15171,3,2,1870.0,3378.0,1,0,0,3,7,1120.0,750.0,1913.0,0.0,98136,47.5371,-122.393,1870.0,1872.0
15171,2014-11-14,490000.0,6403510130,15172,5,2,2990.0,7200.0,2,0,0,3,8,2990.0,0.0,1997.0,0.0,98059,47.4955,-122.16,2710.0,7620.0
15172,2014-06-22,374000.0,4307340130,15173,4,2,2580.0,6260.0,2,0,0,3,7,2580.0,0.0,2004.0,0.0,98056,47.4858,-122.185,2160.0,3600.0
15173,2015-03-26,852000.0,7237600130,15174,4,1,2220.0,3588.0,1,0,0,4,7,1470.0,750.0,1927.0,0.0,98115,47.6854,-122.308,1740.0,3588.0
15175,2015-05-04,540000.0,6446200050,15176,3,1,2590.0,25992.0,1,0,0,3,8,1970.0,620.0,1968.0,0.0,98029,47.5521,-122.03,2590.0,29250.0
15176,2014-08-26,431000.0,7744500020,15177,2,2,1390.0,12530.0,1,0,0,3,8,970.0,420.0,1959.0,0.0,98155,47.7499,-122.29,1940.0,12530.0
